,作物编号,作物名称,地块类型,种植季次,亩产量/斤,销售单价平均值/(元/斤),种植成本/(元/亩),预期销售量/斤,地块名称,地块面积/亩,豆类,种植规模,是否种,年份
522,21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E5,0.6,0,0.0,0,2023
523,21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E6,0.6,0,0.0,0,2023
524,21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E7,0.6,0,0.0,0,2023
525,21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E8,0.6,0,0.0,0,2023
526,21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E9,0.6,0,0.0,0,2023
527,21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E10,0.6,0,0.0,0,2023
528,21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E11,0.6,0,0.0,0,2023
529,21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E12,0.6,0,0.0,0,2023
530,21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E13,0.6,0,0.6,1,2023
531,21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E14,0.6,0,0.0,0,2023
532,21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E15,0.6,0,0.0,0,2023
533,21,西红柿,普通大棚,第一季,3000.0,6.25,2400.0,35400.0,E16,0.6,0,0.0,0,2023
534,21,西红柿,智慧大棚,第一季,3000.0,6.25,2400.0,35400.0,F1,0.6,0,0.0,0,2023
535,21,西红柿,智慧大棚,第一季,3000.0,6.25,2400.0,35400.0,F2,0.6,0,0.0,0,2023
536,21,西红柿,智慧大棚,第一季,3000.0,6.25,2400.0,35400.0,F3,0.6,0,0.0,0,2023
537,21,西红柿,智慧大棚,第一季,3000.0,6.25,2400.0,35400.0,F4,0.6,0,0.0,0,2023
538,21,西红柿,智慧大棚,第二季,2700.0,7.5,2640.0,810.0,F1,0.6,0,0.3,1,2023
539,21,西红柿,智慧大棚,第二季,2700.0,7.5,2640.0,810.0,F2,0.6,0,0.0,0,2023
540,21,西红柿,智慧大棚,第二季,2700.0,7.5,2640.0,810.0,F3,0.6,0,0.0,0,2023
541,21,西红柿,智慧大棚,第二季,2700.0,7.5,2640.0,810.0,F4,0.6,0,0.0,0,2023
542,22,茄子,水浇地,第一季,6400.0,5.5,2400.0,43200.0,D1,15.0,0,0.0,0,2023
543,22,茄子,水浇地,第一季,6400.0,5.5,2400.0,43200.0,D2,10.0,0,0.0,0,2023
544,22,茄子,水浇地,第一季,6400.0,5.5,2400.0,43200.0,D3,14.0,0,0.0,0,2023
545,22,茄子,水浇地,第一季,6400.0,5.5,2400.0,43200.0,D4,6.0,0,6.0,1,2023
546,22,茄子,水浇地,第一季,6400.0,5.5,2400.0,43200.0,D5,10.0,0,0.0,0,2023
547,22,茄子,水浇地,第一季,6400.0,5.5,2400.0,43200.0,D6,12.0,0,0.0,0,2023
548,22,茄子,水浇地,第一季,6400.0,5.5,2400.0,43200.0,D7,22.0,0,0.0,0,2023
549,22,茄子,水浇地,第一季,6400.0,5.5,2400.0,43200.0,D8,20.0,0,0.0,0,2023
550,22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E1,0.6,0,0.0,0,2023
551,22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E2,0.6,0,0.0,0,2023
552,22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E3,0.6,0,0.0,0,2023
553,22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E4,0.6,0,0.0,0,2023
554,22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E5,0.6,0,0.0,0,2023
555,22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E6,0.6,0,0.0,0,2023
556,22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E7,0.6,0,0.0,0,2023
557,22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E8,0.6,0,0.0,0,2023
558,22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E9,0.6,0,0.0,0,2023
559,22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E10,0.6,0,0.0,0,2023
560,22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E11,0.6,0,0.0,0,2023
561,22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E12,0.6,0,0.6,1,2023
562,22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E13,0.6,0,0.0,0,2023
563,22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E14,0.6,0,0.0,0,2023
564,22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E15,0.6,0,0.0,0,2023
565,22,茄子,普通大棚,第一季,8000.0,5.5,2400.0,43200.0,E16,0.6,0,0.0,0,2023
566,22,茄子,智慧大棚,第一季,8000.0,5.5,2400.0,43200.0,F1,0.6,0,0.0,0,2023
567,22,茄子,智慧大棚,第一季,8000.0,5.5,2400.0,43200.0,F2,0.6,0,0.0,0,2023
568,22,茄子,智慧大棚,第一季,8000.0,5.5,2400.0,43200.0,F3,0.6,0,0.0,0,2023
569,22,茄子,智慧大棚,第一季,8000.0,5.5,2400.0,43200.0,F4,0.6,0,0.0,0,2023
570,22,茄子,智慧大棚,第二季,7200.0,6.6,2640.0,2160.0,F1,0.6,0,0.0,0,2023
571,22,茄子,智慧大棚,第二季,7200.0,6.6,2640.0,2160.0,F2,0.6,0,0.3,1,2023
572,22,茄子,智慧大棚,第二季,7200.0,6.6,2640.0,2160.0,F3,0.6,0,0.0,0,2023
573,22,茄子,智慧大棚,第二季,7200.0,6.6,2640.0,2160.0,F4,0.6,0,0.0,0,2023
574,23,菠菜,智慧大棚,第二季,3000.0,6.9,3000.0,900.0,F1,0.6,0,0.0,0,2023
575,23,菠菜,智慧大棚,第二季,3000.0,6.9,3000.0,900.0,F2,0.6,0,0.0,0,2023
576,23,菠菜,智慧大棚,第二季,3000.0,6.9,3000.0,900.0,F3,0.6,0,0.0,0,2023
577,23,菠菜,智慧大棚,第二季,3000.0,6.9,3000.0,900.0,F4,0.6,0,0.3,1,2023
578,24,青椒,水浇地,第一季,2400.0,5.25,2000.0,1800.0,D1,15.0,0,0.0,0,2023
579,24,青椒,水浇地,第一季,2400.0,5.25,2000.0,1800.0,D2,10.0,0,0.0,0,2023
580,24,青椒,水浇地,第一季,2400.0,5.25,2000.0,1800.0,D3,14.0,0,0.0,0,2023
581,24,青椒,水浇地,第一季,2400.0,5.25,2000.0,1800.0,D4,6.0,0,0.0,0,2023
582,24,青椒,水浇地,第一季,2400.0,5.25,2000.0,1800.0,D5,10.0,0,0.0,0,2023
583,24,青椒,水浇地,第一季,2400.0,5.25,2000.0,1800.0,D6,12.0,0,0.0,0,2023
584,24,青椒,水浇地,第一季,2400.0,5.25,2000.0,1800.0,D7,22.0,0,0.0,0,2023
585,24,青椒,水浇地,第一季,2400.0,5.25,2000.0,1800.0,D8,20.0,0,0.0,0,2023
586,24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E1,0.6,0,0.0,0,2023
587,24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E2,0.6,0,0.6,1,2023
588,24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E3,0.6,0,0.0,0,2023
589,24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E4,0.6,0,0.0,0,2023
590,24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E5,0.6,0,0.0,0,2023
591,24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E6,0.6,0,0.0,0,2023
592,24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E7,0.6,0,0.0,0,2023
593,24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E8,0.6,0,0.0,0,2023
594,24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E9,0.6,0,0.0,0,2023
595,24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E10,0.6,0,0.0,0,2023
596,24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E11,0.6,0,0.0,0,2023
597,24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E12,0.6,0,0.0,0,2023
598,24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E13,0.6,0,0.0,0,2023
599,24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E14,0.6,0,0.0,0,2023
600,24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E15,0.6,0,0.0,0,2023
601,24,青椒,普通大棚,第一季,3000.0,5.25,2000.0,1800.0,E16,0.6,0,0.0,0,2023
602,24,青椒,智慧大棚,第一季,3000.0,5.25,2000.0,1800.0,F1,0.6,0,0.0,0,2023
603,24,青椒,智慧大棚,第一季,3000.0,5.25,2000.0,1800.0,F2,0.6,0,0.0,0,2023
604,24,青椒,智慧大棚,第一季,3000.0,5.25,2000.0,1800.0,F3,0.6,0,0.0,0,2023
605,24,青椒,智慧大棚,第一季,3000.0,5.25,2000.0,1800.0,F4,0.6,0,0.0,0,2023
606,24,青椒,智慧大棚,第二季,2700.0,6.8,2200.0,810.0,F1,0.6,0,0.3,1,2023
607,24,青椒,智慧大棚,第二季,2700.0,6.8,2200.0,810.0,F2,0.6,0,0.0,0,2023
608,24,青椒,智慧大棚,第二季,2700.0,6.8,2200.0,810.0,F3,0.6,0,0.0,0,2023
609,24,青椒,智慧大棚,第二季,2700.0,6.8,2200.0,810.0,F4,0.6,0,0.0,0,2023
610,25,菜花,水浇地,第一季,3300.0,5.5,3000.0,3600.0,D1,15.0,0,0.0,0,2023
611,25,菜花,水浇地,第一季,3300.0,5.5,3000.0,3600.0,D2,10.0,0,0.0,0,2023
612,25,菜花,水浇地,第一季,3300.0,5.5,3000.0,3600.0,D3,14.0,0,0.0,0,2023
613,25,菜花,水浇地,第一季,3300.0,5.5,3000.0,3600.0,D4,6.0,0,0.0,0,2023
614,25,菜花,水浇地,第一季,3300.0,5.5,3000.0,3600.0,D5,10.0,0,0.0,0,2023
615,25,菜花,水浇地,第一季,3300.0,5.5,3000.0,3600.0,D6,12.0,0,0.0,0,2023
616,25,菜花,水浇地,第一季,3300.0,5.5,3000.0,3600.0,D7,22.0,0,0.0,0,2023
617,25,菜花,水浇地,第一季,3300.0,5.5,3000.0,3600.0,D8,20.0,0,0.0,0,2023
618,25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E1,0.6,0,0.0,0,2023
619,25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E2,0.6,0,0.0,0,2023
620,25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E3,0.6,0,0.6,1,2023
621,25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E4,0.6,0,0.0,0,2023
622,25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E5,0.6,0,0.0,0,2023
623,25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E6,0.6,0,0.0,0,2023
624,25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E7,0.6,0,0.0,0,2023
625,25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E8,0.6,0,0.0,0,2023
626,25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E9,0.6,0,0.0,0,2023
627,25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E10,0.6,0,0.0,0,2023
628,25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E11,0.6,0,0.0,0,2023
629,25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E12,0.6,0,0.0,0,2023
630,25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E13,0.6,0,0.0,0,2023
631,25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E14,0.6,0,0.0,0,2023
632,25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E15,0.6,0,0.0,0,2023
633,25,菜花,普通大棚,第一季,4000.0,5.5,3000.0,3600.0,E16,0.6,0,0.0,0,2023
634,25,菜花,智慧大棚,第一季,4000.0,5.5,3000.0,3600.0,F1,0.6,0,0.0,0,2023
635,25,菜花,智慧大棚,第一季,4000.0,5.5,3000.0,3600.0,F2,0.6,0,0.3,1,2023
636,25,菜花,智慧大棚,第一季,4000.0,5.5,3000.0,3600.0,F3,0.6,0,0.0,0,2023
637,25,菜花,智慧大棚,第一季,4000.0,5.5,3000.0,3600.0,F4,0.6,0,0.0,0,2023
638,26,包菜,水浇地,第一季,3700.0,6.5,3500.0,4050.0,D1,15.0,0,0.0,0,2023
639,26,包菜,水浇地,第一季,3700.0,6.5,3500.0,4050.0,D2,10.0,0,0.0,0,2023
640,26,包菜,水浇地,第一季,3700.0,6.5,3500.0,4050.0,D3,14.0,0,0.0,0,2023
641,26,包菜,水浇地,第一季,3700.0,6.5,3500.0,4050.0,D4,6.0,0,0.0,0,2023
642,26,包菜,水浇地,第一季,3700.0,6.5,3500.0,4050.0,D5,10.0,0,0.0,0,2023
643,26,包菜,水浇地,第一季,3700.0,6.5,3500.0,4050.0,D6,12.0,0,0.0,0,2023
644,26,包菜,水浇地,第一季,3700.0,6.5,3500.0,4050.0,D7,22.0,0,0.0,0,2023
645,26,包菜,水浇地,第一季,3700.0,6.5,3500.0,4050.0,D8,20.0,0,0.0,0,2023
646,26,包菜,普通大棚,第一季,4500.0,6.5,3500.0,4050.0,E1,0.6,0,0.0,0,2023
647,26,包菜,普通大棚,第一季,4500.0,6.5,3500.0,4050.0,E2,0.6,0,0.0,0,2023
648,26,包菜,普通大棚,第一季,4500.0,6.5,3500.0,4050.0,E3,0.6,0,0.0,0,2023
649,26,包菜,普通大棚,第一季,4500.0,6.5,3500.0,4050.0,E4,0.6,0,0.6,1,2023
650,26,包菜,普通大棚,第一季,4500.0,6.5,3500.0,4050.0,E5,0.6,0,0.0,0,2023
651,26,包菜,普通大棚,第一季,4500.0,6.5,3500.0,4050.0,E6,0.6,0,0.0,0,2023
652,26,包菜,普通大棚,第一季,4500.0,6.5,3500.0,4050.0,E7,0.6,0,0.0,0,2023
653,26,包菜,普通大棚,第一季,4500.0,6.5,3500.0,4050.0,E8,0.6,0,0.0,0,2023
654,26,包菜,普通大棚,第一季,4500.0,6.5,3500.0,4050.0,E9,0.6,0,0.0,0,2023
655,26,包菜,普通大棚,第一季,4500.0,6.5,3500.0,4050.0,E10,0.6,0,0.0,0,2023
656,26,包菜,普通大棚,第一季,4500.0,6.5,3500.0,4050.0,E11,0.6,0,0.0,0,2023
657,26,包菜,普通大棚,第一季,4500.0,6.5,3500.0,4050.0,E12,0.6,0,0.0,0,2023
658,26,包菜,普通大棚,第一季,4500.0,6.5,3500.0,4050.0,E13,0.6,0,0.0,0,2023
659,26,包菜,普通大棚,第一季,4500.0,6.5,3500.0,4050.0,E14,0.6,0,0.0,0,2023
660,26,包菜,普通大棚,第一季,4500.0,6.5,3500.0,4050.0,E15,0.6,0,0.0,0,2023
661,26,包菜,普通大棚,第一季,4500.0,6.5,3500.0,4050.0,E16,0.6,0,0.0,0,2023
662,26,包菜,智慧大棚,第一季,4500.0,6.5,3500.0,4050.0,F1,0.6,0,0.0,0,2023
663,26,包菜,智慧大棚,第一季,4500.0,6.5,3500.0,4050.0,F2,0.6,0,0.3,1,2023
664,26,包菜,智慧大棚,第一季,4500.0,6.5,3500.0,4050.0,F3,0.6,0,0.0,0,2023
665,26,包菜,智慧大棚,第一季,4500.0,6.5,3500.0,4050.0,F4,0.6,0,0.0,0,2023
666,27,油麦菜,水浇地,第一季,4100.0,5.0,2000.0,4500.0,D1,15.0,0,0.0,0,2023
667,27,油麦菜,水浇地,第一季,4100.0,5.0,2000.0,4500.0,D2,10.0,0,0.0,0,2023
668,27,油麦菜,水浇地,第一季,4100.0,5.0,2000.0,4500.0,D3,14.0,0,0.0,0,2023
669,27,油麦菜,水浇地,第一季,4100.0,5.0,2000.0,4500.0,D4,6.0,0,0.0,0,2023
670,27,油麦菜,水浇地,第一季,4100.0,5.0,2000.0,4500.0,D5,10.0,0,0.0,0,2023
671,27,油麦菜,水浇地,第一季,4100.0,5.0,2000.0,4500.0,D6,12.0,0,0.0,0,2023
672,27,油麦菜,水浇地,第一季,4100.0,5.0,2000.0,4500.0,D7,22.0,0,0.0,0,2023
673,27,油麦菜,水浇地,第一季,4100.0,5.0,2000.0,4500.0,D8,20.0,0,0.0,0,2023
674,27,油麦菜,普通大棚,第一季,5000.0,5.0,2000.0,4500.0,E1,0.6,0,0.0,0,2023
675,27,油麦菜,普通大棚,第一季,5000.0,5.0,2000.0,4500.0,E2,0.6,0,0.0,0,2023
676,27,油麦菜,普通大棚,第一季,5000.0,5.0,2000.0,4500.0,E3,0.6,0,0.0,0,2023
677,27,油麦菜,普通大棚,第一季,5000.0,5.0,2000.0,4500.0,E4,0.6,0,0.0,0,2023
678,27,油麦菜,普通大棚,第一季,5000.0,5.0,2000.0,4500.0,E5,0.6,0,0.0,0,2023
679,27,油麦菜,普通大棚,第一季,5000.0,5.0,2000.0,4500.0,E6,0.6,0,0.6,1,2023
680,27,油麦菜,普通大棚,第一季,5000.0,5.0,2000.0,4500.0,E7,0.6,0,0.0,0,2023
681,27,油麦菜,普通大棚,第一季,5000.0,5.0,2000.0,4500.0,E8,0.6,0,0.0,0,2023
682,27,油麦菜,普通大棚,第一季,5000.0,5.0,2000.0,4500.0,E9,0.6,0,0.0,0,2023
683,27,油麦菜,普通大棚,第一季,5000.0,5.0,2000.0,4500.0,E10,0.6,0,0.0,0,2023
684,27,油麦菜,普通大棚,第一季,5000.0,5.0,2000.0,4500.0,E11,0.6,0,0.0,0,2023
685,27,油麦菜,普通大棚,第一季,5000.0,5.0,2000.0,4500.0,E12,0.6,0,0.0,0,2023
686,27,油麦菜,普通大棚,第一季,5000.0,5.0,2000.0,4500.0,E13,0.6,0,0.0,0,2023
687,27,油麦菜,普通大棚,第一季,5000.0,5.0,2000.0,4500.0,E14,0.6,0,0.0,0,2023
688,27,油麦菜,普通大棚,第一季,5000.0,5.0,2000.0,4500.0,E15,0.6,0,0.3,1,2023
689,27,油麦菜,普通大棚,第一季,5000.0,5.0,2000.0,4500.0,E16,0.6,0,0.0,0,2023
690,27,油麦菜,智慧大棚,第一季,5000.0,5.0,2000.0,4500.0,F1,0.6,0,0.0,0,2023
691,27,油麦菜,智慧大棚,第一季,5000.0,5.0,2000.0,4500.0,F2,0.6,0,0.0,0,2023
692,27,油麦菜,智慧大棚,第一季,5000.0,5.0,2000.0,4500.0,F3,0.6,0,0.0,0,2023
693,27,油麦菜,智慧大棚,第一季,5000.0,5.0,2000.0,4500.0,F4,0.6,0,0.0,0,2023
694,28,小青菜,水浇地,第一季,3200.0,5.75,2000.0,34400.0,D1,15.0,0,0.0,0,2023
695,28,小青菜,水浇地,第一季,3200.0,5.75,2000.0,34400.0,D2,10.0,0,10.0,1,2023
696,28,小青菜,水浇地,第一季,3200.0,5.75,2000.0,34400.0,D3,14.0,0,0.0,0,2023
697,28,小青菜,水浇地,第一季,3200.0,5.75,2000.0,34400.0,D4,6.0,0,0.0,0,2023
698,28,小青菜,水浇地,第一季,3200.0,5.75,2000.0,34400.0,D5,10.0,0,0.0,0,2023
699,28,小青菜,水浇地,第一季,3200.0,5.75,2000.0,34400.0,D6,12.0,0,0.0,0,2023
700,28,小青菜,水浇地,第一季,3200.0,5.75,2000.0,34400.0,D7,22.0,0,0.0,0,2023
701,28,小青菜,水浇地,第一季,3200.0,5.75,2000.0,34400.0,D8,20.0,0,0.0,0,2023
702,28,小青菜,普通大棚,第一季,4000.0,5.75,2000.0,34400.0,E1,0.6,0,0.0,0,2023
703,28,小青菜,普通大棚,第一季,4000.0,5.75,2000.0,34400.0,E2,0.6,0,0.0,0,2023
704,28,小青菜,普通大棚,第一季,4000.0,5.75,2000.0,34400.0,E3,0.6,0,0.0,0,2023
705,28,小青菜,普通大棚,第一季,4000.0,5.75,2000.0,34400.0,E4,0.6,0,0.0,0,2023
706,28,小青菜,普通大棚,第一季,4000.0,5.75,2000.0,34400.0,E5,0.6,0,0.6,1,2023
707,28,小青菜,普通大棚,第一季,4000.0,5.75,2000.0,34400.0,E6,0.6,0,0.0,0,2023
708,28,小青菜,普通大棚,第一季,4000.0,5.75,2000.0,34400.0,E7,0.6,0,0.0,0,2023
709,28,小青菜,普通大棚,第一季,4000.0,5.75,2000.0,34400.0,E8,0.6,0,0.0,0,2023
710,28,小青菜,普通大棚,第一季,4000.0,5.75,2000.0,34400.0,E9,0.6,0,0.0,0,2023
711,28,小青菜,普通大棚,第一季,4000.0,5.75,2000.0,34400.0,E10,0.6,0,0.0,0,2023
712,28,小青菜,普通大棚,第一季,4000.0,5.75,2000.0,34400.0,E11,0.6,0,0.0,0,2023
713,28,小青菜,普通大棚,第一季,4000.0,5.75,2000.0,34400.0,E12,0.6,0,0.0,0,2023
714,28,小青菜,普通大棚,第一季,4000.0,5.75,2000.0,34400.0,E13,0.6,0,0.0,0,2023
715,28,小青菜,普通大棚,第一季,4000.0,5.75,2000.0,34400.0,E14,0.6,0,0.0,0,2023
716,28,小青菜,普通大棚,第一季,4000.0,5.75,2000.0,34400.0,E15,0.6,0,0.0,0,2023
717,28,小青菜,普通大棚,第一季,4000.0,5.75,2000.0,34400.0,E16,0.6,0,0.0,0,2023
718,28,小青菜,智慧大棚,第一季,4000.0,5.75,2000.0,34400.0,F1,0.6,0,0.0,0,2023
719,28,小青菜,智慧大棚,第一季,4000.0,5.75,2000.0,34400.0,F2,0.6,0,0.0,0,2023
720,28,小青菜,智慧大棚,第一季,4000.0,5.75,2000.0,34400.0,F3,0.6,0,0.0,0,2023
721,28,小青菜,智慧大棚,第一季,4000.0,5.75,2000.0,34400.0,F4,0.6,0,0.0,0,2023
722,28,小青菜,智慧大棚,第二季,3600.0,6.9,2200.0,1080.0,F1,0.6,0,0.0,0,2023
723,28,小青菜,智慧大棚,第二季,3600.0,6.9,2200.0,1080.0,F2,0.6,0,0.0,0,2023
724,28,小青菜,智慧大棚,第二季,3600.0,6.9,2200.0,1080.0,F3,0.6,0,0.3,1,2023
725,28,小青菜,智慧大棚,第二季,3600.0,6.9,2200.0,1080.0,F4,0.6,0,0.0,0,2023
726,29,黄瓜,水浇地,第一季,12000.0,7.0,3500.0,9000.0,D1,15.0,0,0.0,0,2023
727,29,黄瓜,水浇地,第一季,12000.0,7.0,3500.0,9000.0,D2,10.0,0,0.0,0,2023
728,29,黄瓜,水浇地,第一季,12000.0,7.0,3500.0,9000.0,D3,14.0,0,0.0,0,2023
729,29,黄瓜,水浇地,第一季,12000.0,7.0,3500.0,9000.0,D4,6.0,0,0.0,0,2023
730,29,黄瓜,水浇地,第一季,12000.0,7.0,3500.0,9000.0,D5,10.0,0,0.0,0,2023
731,29,黄瓜,水浇地,第一季,12000.0,7.0,3500.0,9000.0,D6,12.0,0,0.0,0,2023
732,29,黄瓜,水浇地,第一季,12000.0,7.0,3500.0,9000.0,D7,22.0,0,0.0,0,2023
733,29,黄瓜,水浇地,第一季,12000.0,7.0,3500.0,9000.0,D8,20.0,0,0.0,0,2023
734,29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E1,0.6,0,0.0,0,2023
735,29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E2,0.6,0,0.0,0,2023
736,29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E3,0.6,0,0.0,0,2023
737,29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E4,0.6,0,0.0,0,2023
738,29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E5,0.6,0,0.0,0,2023
739,29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E6,0.6,0,0.0,0,2023
740,29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E7,0.6,0,0.0,0,2023
741,29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E8,0.6,0,0.0,0,2023
742,29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E9,0.6,0,0.0,0,2023
743,29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E10,0.6,0,0.0,0,2023
744,29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E11,0.6,0,0.0,0,2023
745,29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E12,0.6,0,0.0,0,2023
746,29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E13,0.6,0,0.0,0,2023
747,29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E14,0.6,0,0.6,1,2023
748,29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E15,0.6,0,0.0,0,2023
749,29,黄瓜,普通大棚,第一季,15000.0,7.0,3500.0,9000.0,E16,0.6,0,0.0,0,2023
750,29,黄瓜,智慧大棚,第一季,15000.0,7.0,3500.0,9000.0,F1,0.6,0,0.0,0,2023
751,29,黄瓜,智慧大棚,第一季,15000.0,7.0,3500.0,9000.0,F2,0.6,0,0.0,0,2023
752,29,黄瓜,智慧大棚,第一季,15000.0,7.0,3500.0,9000.0,F3,0.6,0,0.0,0,2023
753,29,黄瓜,智慧大棚,第一季,15000.0,7.0,3500.0,9000.0,F4,0.6,0,0.0,0,2023
754,29,黄瓜,智慧大棚,第二季,13500.0,8.4,3850.0,4050.0,F1,0.6,0,0.0,0,2023
755,29,黄瓜,智慧大棚,第二季,13500.0,8.4,3850.0,4050.0,F2,0.6,0,0.3,1,2023
756,29,黄瓜,智慧大棚,第二季,13500.0,8.4,3850.0,4050.0,F3,0.6,0,0.0,0,2023
757,29,黄瓜,智慧大棚,第二季,13500.0,8.4,3850.0,4050.0,F4,0.6,0,0.0,0,2023
758,30,生菜,水浇地,第一季,4100.0,5.25,2000.0,1500.0,D1,15.0,0,0.0,0,2023
759,30,生菜,水浇地,第一季,4100.0,5.25,2000.0,1500.0,D2,10.0,0,0.0,0,2023
760,30,生菜,水浇地,第一季,4100.0,5.25,2000.0,1500.0,D3,14.0,0,0.0,0,2023
761,30,生菜,水浇地,第一季,4100.0,5.25,2000.0,1500.0,D4,6.0,0,0.0,0,2023
762,30,生菜,水浇地,第一季,4100.0,5.25,2000.0,1500.0,D5,10.0,0,0.0,0,2023
763,30,生菜,水浇地,第一季,4100.0,5.25,2000.0,1500.0,D6,12.0,0,0.0,0,2023
764,30,生菜,水浇地,第一季,4100.0,5.25,2000.0,1500.0,D7,22.0,0,0.0,0,2023
765,30,生菜,水浇地,第一季,4100.0,5.25,2000.0,1500.0,D8,20.0,0,0.0,0,2023
766,30,生菜,普通大棚,第一季,5000.0,5.25,2000.0,1500.0,E1,0.6,0,0.0,0,2023
767,30,生菜,普通大棚,第一季,5000.0,5.25,2000.0,1500.0,E2,0.6,0,0.0,0,2023
768,30,生菜,普通大棚,第一季,5000.0,5.25,2000.0,1500.0,E3,0.6,0,0.0,0,2023
769,30,生菜,普通大棚,第一季,5000.0,5.25,2000.0,1500.0,E4,0.6,0,0.0,0,2023
770,30,生菜,普通大棚,第一季,5000.0,5.25,2000.0,1500.0,E5,0.6,0,0.0,0,2023
771,30,生菜,普通大棚,第一季,5000.0,5.25,2000.0,1500.0,E6,0.6,0,0.0,0,2023
