CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,MaritalStatus,AgeGroup,Gender,HourSpendOnApp,OrderCount,OrderAmountHikeFromlastYear,DaySinceLastOrder,PreferedOrderCat,NumberOfStreamerFollowed,SatisfactionScore,Complain,CouponUsed,DiscountAmount,R_Score,F_Score,M_Score,RFM_Score,UserSegment,PreferredLoginDevice_encoded,MaritalStatus_encoded,Gender_encoded,PreferedOrderCat_encoded,Cluster,ClusterName,ChurnProbability,RiskLevel
52131,0,13.0,Mobile Phone,1,26.0,Married,3,Male,3.0,11.0,20.0,1.0,Fashion,5,1,0,3.0,203.22,5,5,4,554,高价值用户,0,1,1,0,0,高价值忠诚用户,0.0,低风险
52132,0,3.0,Pad,1,14.0,Married,5,Male,2.0,1.0,19.0,2.0,Mobile Phone,2,3,0,1.0,146.21,5,2,2,522,普通用户,1,1,1,4,2,普通活跃用户,0.08,低风险
52133,0,28.0,Pad,1,8.0,Married,3,Male,3.0,1.0,18.0,3.0,Fashion,4,4,0,0.0,209.76,4,2,5,425,普通用户,1,1,1,0,3,低价值用户,0.0,低风险
52134,0,1.0,Phone,1,16.0,Single,3,Female,2.0,1.0,13.0,7.0,Laptop & Accessory,4,3,0,0.0,136.6,2,2,1,221,普通用户,2,2,0,3,2,普通活跃用户,0.17,低风险
52135,1,7.0,Mobile Phone,2,6.0,Married,4,Male,3.0,3.0,14.0,6.0,Fashion,10,5,0,2.0,204.82,2,4,4,244,高价值用户,0,1,1,0,3,低价值用户,0.93,高风险
52136,0,6.0,Mobile Phone,1,11.0,Married,4,Male,2.0,1.0,15.0,2.0,Fashion,5,1,0,1.0,171.19,5,2,3,523,普通用户,0,1,1,0,3,低价值用户,0.03,低风险
52137,1,3.0,Mobile Phone,3,10.0,Single,3,Male,2.0,4.0,22.0,7.0,Fashion,1,5,1,2.0,195.82,2,4,4,244,高价值用户,0,2,1,0,3,低价值用户,0.91,高风险
52138,1,3.0,Pad,1,35.0,Single,4,Female,2.0,3.0,22.0,8.0,Laptop & Accessory,2,3,0,2.0,145.08,2,4,2,242,普通用户,1,2,0,3,2,普通活跃用户,0.84,高风险
52139,0,9.0,Phone,1,21.0,Married,3,Male,2.0,2.0,16.0,2.0,Household,2,3,0,0.0,122.07,5,2,1,521,普通用户,2,1,1,2,2,普通活跃用户,0.02,低风险
52140,0,7.0,Pad,1,9.0,Single,3,Male,2.0,1.0,17.0,4.0,Laptop & Accessory,1,1,0,1.0,177.56,3,2,4,324,普通用户,1,2,1,3,2,普通活跃用户,0.0,低风险
52141,0,13.0,Mobile Phone,3,16.0,Married,4,Female,2.0,1.0,14.0,0.0,Laptop & Accessory,3,1,1,1.0,166.94,5,2,3,523,普通用户,0,1,0,3,1,新用户,0.0,低风险
52142,1,3.0,Phone,1,10.0,Married,3,Male,2.0,5.0,15.0,6.0,Mobile Phone,2,1,1,4.0,136.91,2,5,1,251,普通用户,2,1,1,4,2,普通活跃用户,0.78,高风险
52143,1,3.0,Phone,1,14.0,Married,3,Male,2.0,1.0,20.0,0.0,Household,2,3,0,1.0,123.77,5,2,1,521,普通用户,2,1,1,2,2,普通活跃用户,0.83,高风险
52144,1,3.0,Phone,1,31.0,Single,4,Male,2.0,2.0,20.0,2.0,Household,5,4,1,1.0,123.13,5,2,1,521,普通用户,2,2,1,2,2,普通活跃用户,0.8,高风险
52145,0,15.0,Mobile Phone,1,8.0,Married,3,Male,2.0,13.0,17.0,7.0,Grocery,1,5,0,1.0,276.65,2,5,5,255,高价值用户,0,1,1,1,0,高价值忠诚用户,0.06,低风险
52146,1,3.0,Pad,1,14.0,Married,4,Male,2.0,1.0,15.0,0.0,Household,2,4,0,1.0,125.96,5,2,1,521,普通用户,1,1,1,2,2,普通活跃用户,0.71,高风险
52147,1,13.0,Pad,3,6.0,Single,3,Male,2.0,1.0,14.0,0.0,Laptop & Accessory,4,3,1,1.0,147.28,5,2,2,522,普通用户,1,2,1,3,2,普通活跃用户,0.7,高风险
52148,0,6.0,Pad,3,13.0,Married,3,Female,1.0,1.0,17.0,2.0,Laptop & Accessory,1,4,0,0.0,143.02,5,2,2,522,普通用户,1,1,0,3,2,普通活跃用户,0.03,低风险
52149,0,7.0,Pad,1,9.0,Married,4,Male,3.0,1.0,17.0,0.0,Household,4,1,0,0.0,129.79,5,2,1,521,普通用户,1,1,1,2,2,普通活跃用户,0.06,低风险
52150,0,21.0,Pad,1,6.0,Single,1,Male,2.0,2.0,22.0,1.0,Grocery,3,1,0,1.0,268.85,5,2,5,525,普通用户,1,2,1,1,3,低价值用户,0.02,低风险
52151,0,18.0,Pad,3,15.0,Married,4,Female,3.0,4.0,13.0,12.0,Laptop & Accessory,2,3,0,4.0,155.93,1,4,3,143,中等价值用户,1,1,0,3,0,高价值忠诚用户,0.05,低风险
52152,0,25.0,Mobile Phone,1,5.0,Single,3,Male,2.0,4.0,19.0,0.0,Fashion,8,4,0,2.0,204.45,5,4,4,544,高价值用户,0,2,1,0,3,低价值用户,0.04,低风险
52153,0,11.0,Mobile Phone,3,16.0,Married,4,Male,3.0,2.0,14.0,7.0,Fashion,1,3,1,1.0,187.4,2,2,4,224,普通用户,0,1,1,0,3,低价值用户,0.0,低风险
52154,0,2.0,Phone,1,14.0,Married,3,Female,3.0,1.0,22.0,7.0,Household,5,1,0,1.0,125.14,2,2,1,221,普通用户,2,1,0,2,2,普通活跃用户,0.18,低风险
52155,0,1.0,Mobile Phone,1,9.0,Married,3,Female,3.0,1.0,17.0,7.0,Fashion,1,4,0,0.0,176.55,2,2,4,224,普通用户,0,1,0,0,3,低价值用户,0.06,低风险
52156,0,19.0,Mobile Phone,3,9.0,Married,3,Male,2.0,4.0,12.0,9.0,Grocery,4,3,0,1.0,274.65,1,4,5,145,高价值用户,0,1,1,1,3,低价值用户,0.0,低风险
52157,0,11.0,Mobile Phone,3,8.0,Single,3,Male,2.0,1.0,16.0,0.0,Fashion,8,4,0,1.0,173.51,5,2,4,524,普通用户,0,2,1,0,3,低价值用户,0.04,低风险
52158,0,16.0,Pad,1,33.0,Married,3,Female,2.0,1.0,11.0,1.0,Fashion,9,5,0,1.0,208.2,5,2,4,524,普通用户,1,1,0,0,3,低价值用户,0.05,低风险
52159,1,2.0,Pad,1,8.0,Married,3,Male,2.0,11.0,11.0,3.0,Grocery,8,1,0,10.0,221.69,4,5,5,455,高价值用户,1,1,1,1,0,高价值忠诚用户,0.97,高风险
52160,0,13.0,Mobile Phone,1,20.0,Single,4,Male,2.0,4.0,15.0,9.0,Others,2,3,0,3.0,296.26,1,4,5,145,高价值用户,0,2,1,5,0,高价值忠诚用户,0.02,低风险
52161,0,9.0,Phone,1,6.0,Single,4,Female,3.0,2.0,11.0,2.0,Household,2,4,1,1.0,120.7,5,2,1,521,普通用户,2,2,0,2,2,普通活跃用户,0.08,低风险
52162,0,12.0,Pad,1,15.0,Single,3,Male,3.0,1.0,15.0,3.0,Laptop & Accessory,10,4,0,1.0,167.82,4,2,3,423,普通用户,1,2,1,3,1,新用户,0.02,低风险
52163,0,9.0,Pad,1,24.0,Single,3,Male,3.0,1.0,20.0,9.0,Laptop & Accessory,3,1,0,0.0,177.79,1,2,4,124,普通用户,1,2,1,3,1,新用户,0.03,低风险
52164,0,4.0,Pad,3,26.0,Married,1,Male,3.0,2.0,12.0,2.0,Household,1,1,0,2.0,127.91,5,2,1,521,普通用户,1,1,1,2,2,普通活跃用户,0.04,低风险
52165,0,1.0,Phone,1,8.0,Married,4,Male,3.0,1.0,17.0,4.0,Household,1,4,0,0.0,132.01,3,2,1,321,普通用户,2,1,1,2,2,普通活跃用户,0.0,低风险
52166,0,8.0,Pad,3,17.0,Married,3,Male,2.0,1.0,11.0,2.0,Laptop & Accessory,2,1,0,1.0,149.68,5,2,2,522,普通用户,1,1,1,3,2,普通活跃用户,0.05,低风险
52167,0,22.0,Mobile Phone,3,14.0,Married,4,Male,2.0,2.0,17.0,3.0,Grocery,7,4,0,1.0,231.2,4,2,5,425,普通用户,0,1,1,1,3,低价值用户,0.02,低风险
52168,0,7.0,Pad,1,8.0,Single,3,Male,3.0,1.0,11.0,2.0,Laptop & Accessory,3,3,0,1.0,140.33,5,2,1,521,普通用户,1,2,1,3,2,普通活跃用户,0.01,低风险
52169,0,2.0,Pad,1,16.0,Married,3,Female,3.0,1.0,14.0,1.0,Household,1,4,0,0.0,132.91,5,2,1,521,普通用户,1,1,0,2,2,普通活跃用户,0.14,低风险
52170,0,15.0,Phone,1,35.0,Single,5,Male,2.0,1.0,19.0,0.0,Laptop & Accessory,5,1,0,1.0,142.72,5,2,2,522,普通用户,2,2,1,3,2,普通活跃用户,0.05,低风险
52171,0,2.0,Mobile Phone,1,14.0,Married,4,Male,3.0,1.0,15.0,2.0,Laptop & Accessory,2,1,1,1.0,150.56,5,2,2,522,普通用户,0,1,1,3,1,新用户,0.05,低风险
52172,0,11.0,Phone,2,6.0,Married,1,Male,3.0,5.0,13.0,0.0,Household,2,3,0,3.0,128.44,5,5,1,551,普通用户,2,1,1,2,2,普通活跃用户,0.05,低风险
52173,0,1.0,Pad,1,12.0,Married,4,Male,3.0,1.0,14.0,2.0,Household,2,3,1,1.0,127.03,5,2,1,521,普通用户,1,1,1,2,2,普通活跃用户,0.03,低风险
52174,1,9.0,Pad,1,14.0,Single,3,Male,3.0,1.0,12.0,0.0,Household,2,3,0,1.0,119.04,5,2,1,521,普通用户,1,2,1,2,2,普通活跃用户,0.63,高风险
52175,1,3.0,Mobile Phone,3,15.0,Single,3,Female,3.0,1.0,17.0,3.0,Laptop & Accessory,4,5,1,0.0,182.24,4,2,4,424,普通用户,0,2,0,3,1,新用户,0.9,高风险
52176,0,14.0,Phone,1,18.0,Married,3,Male,2.0,1.0,11.0,0.0,Mobile Phone,4,1,1,1.0,147.66,5,2,2,522,普通用户,2,1,1,4,2,普通活跃用户,0.01,低风险
52177,1,3.0,Pad,1,14.0,Married,3,Male,3.0,2.0,12.0,2.0,Household,2,3,0,1.0,126.1,5,2,1,521,普通用户,1,1,1,2,2,普通活跃用户,0.76,高风险
52178,0,13.0,Mobile Phone,1,31.0,Married,4,Female,2.0,1.0,13.0,3.0,Laptop & Accessory,8,1,0,1.0,157.31,4,2,3,423,普通用户,0,1,0,3,1,新用户,0.01,低风险
52179,0,3.0,Phone,1,14.0,Married,4,Male,2.0,2.0,13.0,2.0,Household,2,3,0,1.0,125.39,5,2,1,521,普通用户,2,1,1,2,2,普通活跃用户,0.17,低风险
52180,0,7.0,Mobile Phone,3,15.0,Married,3,Female,3.0,1.0,20.0,3.0,Laptop & Accessory,2,3,0,0.0,157.14,4,2,3,423,普通用户,0,1,0,3,1,新用户,0.0,低风险
52181,0,8.0,Phone,2,14.0,Single,3,Male,3.0,1.0,17.0,4.0,Mobile Phone,2,3,0,0.0,143.23,3,2,2,322,普通用户,2,2,1,4,2,普通活跃用户,0.01,低风险
52182,1,3.0,Mobile Phone,3,29.0,Married,4,Female,2.0,3.0,13.0,10.0,Fashion,2,5,0,1.0,173.36,1,4,4,144,高价值用户,0,1,0,0,3,低价值用户,0.4,中风险
52183,0,13.0,Pad,1,15.0,Single,3,Female,2.0,2.0,17.0,13.0,Fashion,10,3,0,1.0,234.99,1,2,5,125,普通用户,1,2,0,0,3,低价值用户,0.01,低风险
52184,1,5.0,Pad,3,18.0,Single,3,Male,2.0,2.0,12.0,14.0,Grocery,1,5,1,2.0,237.58,1,2,5,125,普通用户,1,2,1,1,3,低价值用户,0.82,高风险
52185,0,15.0,Mobile Phone,3,10.0,Single,3,Male,2.0,1.0,13.0,5.0,Laptop & Accessory,8,5,0,1.0,151.55,2,2,2,222,普通用户,0,2,1,3,1,新用户,0.02,低风险
52186,0,9.0,Phone,1,6.0,Married,4,Male,2.0,1.0,12.0,7.0,Household,7,3,0,1.0,122.58,2,2,1,221,普通用户,2,1,1,2,2,普通活跃用户,0.01,低风险
52187,0,3.0,Phone,1,30.0,Single,3,Male,2.0,1.0,22.0,2.0,Mobile Phone,9,4,0,0.0,135.97,5,2,1,521,普通用户,2,2,1,4,2,普通活跃用户,0.15,低风险
52188,1,3.0,Phone,1,14.0,Married,3,Female,3.0,1.0,11.0,0.0,Household,2,1,1,1.0,125.15,5,2,1,521,普通用户,2,1,0,2,2,普通活跃用户,0.57,高风险
52189,0,3.0,Phone,1,9.0,Married,1,Male,2.0,1.0,22.0,7.0,Mobile Phone,2,1,0,1.0,144.2,2,2,2,222,普通用户,2,1,1,4,2,普通活跃用户,0.05,低风险
52190,0,3.0,Mobile Phone,3,16.0,Married,4,Male,3.0,1.0,18.0,4.0,Laptop & Accessory,2,3,0,0.0,165.78,3,2,3,323,普通用户,0,1,1,3,1,新用户,0.01,低风险
52191,0,13.0,Pad,1,32.0,Married,4,Female,3.0,1.0,13.0,0.0,Laptop & Accessory,4,1,1,0.0,144.22,5,2,2,522,普通用户,1,1,0,3,2,普通活跃用户,0.05,低风险
52192,0,8.0,Mobile Phone,1,8.0,Married,4,Male,2.0,6.0,18.0,4.0,Fashion,3,4,0,2.0,202.74,3,5,4,354,高价值用户,0,1,1,0,3,低价值用户,0.03,低风险
52193,0,7.0,Pad,1,7.0,Single,4,Male,3.0,4.0,20.0,9.0,Laptop & Accessory,1,5,0,0.0,153.43,1,4,2,142,普通用户,1,2,1,3,2,普通活跃用户,0.01,低风险
52194,0,8.0,Pad,1,14.0,Married,4,Male,2.0,2.0,13.0,2.0,Household,2,1,0,1.0,123.76,5,2,1,521,普通用户,1,1,1,2,2,普通活跃用户,0.0,低风险
52195,1,6.0,Mobile Phone,3,15.0,Single,5,Female,2.0,1.0,13.0,3.0,Laptop & Accessory,9,3,0,0.0,153.46,4,2,2,422,普通用户,0,2,0,3,1,新用户,0.75,高风险
52196,0,5.0,Pad,3,8.0,Married,3,Female,3.0,1.0,12.0,0.0,Household,2,5,0,1.0,128.27,5,2,1,521,普通用户,1,1,0,2,2,普通活跃用户,0.32,中风险
52197,0,29.0,Mobile Phone,1,10.0,Married,3,Female,3.0,4.0,15.0,2.0,Others,5,5,0,4.0,299.43,5,4,5,545,高价值用户,0,1,0,5,1,新用户,0.01,低风险
52198,0,2.0,Phone,1,12.0,Married,3,Female,3.0,1.0,13.0,8.0,Household,2,1,0,0.0,131.31,2,2,1,221,普通用户,2,1,0,2,2,普通活跃用户,0.0,低风险
52199,0,3.0,Phone,1,14.0,Single,3,Male,2.0,1.0,25.0,0.0,Household,2,5,0,0.0,125.52,5,2,1,521,普通用户,2,2,1,2,2,普通活跃用户,0.09,低风险
52200,0,18.0,Phone,1,13.0,Married,3,Female,2.0,1.0,19.0,2.0,Mobile Phone,5,3,1,0.0,144.77,5,2,2,522,普通用户,2,1,0,4,2,普通活跃用户,0.01,低风险
52201,0,13.0,Mobile Phone,1,7.0,Married,4,Female,2.0,3.0,13.0,11.0,Laptop & Accessory,2,1,0,0.0,164.74,1,4,3,143,中等价值用户,0,1,0,3,1,新用户,0.0,低风险
52202,0,3.0,Phone,1,5.0,Single,4,Male,3.0,1.0,12.0,2.0,Household,2,3,0,0.0,130.33,5,2,1,521,普通用户,2,2,1,2,2,普通活跃用户,0.13,低风险
52203,1,7.0,Phone,1,16.0,Single,3,Male,3.0,1.0,11.0,2.0,Household,2,3,1,1.0,129.36,5,2,1,521,普通用户,2,2,1,2,2,普通活跃用户,0.92,高风险
52204,0,26.0,Mobile Phone,1,13.0,Married,3,Female,2.0,4.0,18.0,7.0,Others,4,3,0,1.0,286.06,2,4,5,245,高价值用户,0,1,0,5,1,新用户,0.0,低风险
52205,0,9.0,Phone,1,21.0,Married,5,Female,3.0,1.0,18.0,3.0,Household,1,1,1,1.0,121.68,4,2,1,421,普通用户,2,1,0,2,2,普通活跃用户,0.02,低风险
52206,1,3.0,Pad,1,9.0,Married,4,Male,3.0,1.0,11.0,0.0,Household,1,1,1,0.0,128.53,5,2,1,521,普通用户,1,1,1,2,2,普通活跃用户,0.84,高风险
52207,0,19.0,Mobile Phone,3,8.0,Married,3,Female,3.0,15.0,23.0,9.0,Grocery,9,5,0,1.0,270.48,1,5,5,155,高价值用户,0,1,0,1,0,高价值忠诚用户,0.01,低风险
52208,0,9.0,Pad,1,23.0,Single,5,Male,3.0,1.0,13.0,0.0,Household,3,3,0,1.0,122.9,5,2,1,521,普通用户,1,2,1,2,2,普通活跃用户,0.19,低风险
52209,0,6.0,Phone,2,8.0,Married,3,Male,3.0,1.0,13.0,4.0,Mobile Phone,2,3,0,1.0,136.0,3,2,1,321,普通用户,2,1,1,4,2,普通活跃用户,0.02,低风险
52210,1,9.0,Pad,1,11.0,Married,4,Male,3.0,1.0,17.0,0.0,Household,7,5,0,0.0,121.07,5,2,1,521,普通用户,1,1,1,2,2,普通活跃用户,0.76,高风险
52211,0,3.0,Phone,3,35.0,Married,3,Male,3.0,1.0,19.0,3.0,Laptop & Accessory,9,5,0,1.0,141.15,4,2,2,422,普通用户,2,1,1,3,2,普通活跃用户,0.2,中风险
52212,0,13.0,Pad,3,8.0,Married,3,Male,3.0,1.0,12.0,0.0,Laptop & Accessory,6,4,0,1.0,143.27,5,2,2,522,普通用户,1,1,1,3,2,普通活跃用户,0.07,低风险
52213,0,23.0,Pad,1,8.0,Married,3,Female,1.0,2.0,22.0,2.0,Grocery,3,5,0,1.0,278.56,5,2,5,525,普通用户,1,1,0,1,3,低价值用户,0.0,低风险
52214,0,1.0,Phone,1,25.0,Married,4,Male,3.0,3.0,12.0,3.0,Household,2,5,0,1.0,131.96,4,4,1,441,普通用户,2,1,1,2,2,普通活跃用户,0.03,低风险
52215,0,19.0,Mobile Phone,1,21.0,Married,3,Male,2.0,1.0,11.0,3.0,Others,6,4,0,1.0,290.81,4,2,5,425,普通用户,0,1,1,5,1,新用户,0.02,低风险
52216,0,8.0,Mobile Phone,3,23.0,Married,3,Male,3.0,1.0,15.0,7.0,Laptop & Accessory,4,5,1,0.0,189.66,2,2,4,224,普通用户,0,1,1,3,1,新用户,0.05,低风险
52217,1,9.0,Phone,1,23.0,Married,3,Female,3.0,1.0,13.0,0.0,Household,2,4,0,1.0,122.1,5,2,1,521,普通用户,2,1,0,2,2,普通活跃用户,0.64,高风险
52218,0,6.0,Pad,3,31.0,Married,3,Female,2.0,1.0,12.0,1.0,Laptop & Accessory,2,3,0,0.0,145.39,5,2,2,522,普通用户,1,1,0,3,2,普通活跃用户,0.08,低风险
52219,0,9.0,Phone,1,12.0,Married,5,Male,3.0,1.0,14.0,7.0,Household,2,3,0,1.0,127.41,2,2,1,221,普通用户,2,1,1,2,2,普通活跃用户,0.01,低风险
52220,0,3.0,Phone,1,13.0,Married,3,Male,2.0,8.0,13.0,9.0,Laptop & Accessory,2,3,0,4.0,134.91,1,5,1,151,普通用户,2,1,1,3,0,高价值忠诚用户,0.07,低风险
52221,0,17.0,Phone,1,35.0,Single,3,Male,2.0,13.0,25.0,17.0,Laptop & Accessory,2,1,0,6.0,145.41,1,5,2,152,普通用户,2,2,1,3,0,高价值忠诚用户,0.02,低风险
52222,0,3.0,Phone,3,27.0,Single,1,Male,3.0,2.0,17.0,2.0,Household,2,1,0,2.0,126.78,5,2,1,521,普通用户,2,2,1,2,2,普通活跃用户,0.11,低风险
52223,0,19.0,Mobile Phone,1,8.0,Married,3,Male,2.0,1.0,11.0,4.0,Laptop & Accessory,3,1,0,0.0,173.79,3,2,4,324,普通用户,0,1,1,3,1,新用户,0.0,低风险
52224,0,15.0,Pad,2,8.0,Married,1,Male,3.0,1.0,16.0,3.0,Laptop & Accessory,8,5,0,1.0,162.72,4,2,3,423,普通用户,1,1,1,3,1,新用户,0.0,低风险
52225,0,33.0,Mobile Phone,3,13.0,Married,1,Male,2.0,1.0,18.0,9.0,Laptop & Accessory,1,1,1,0.0,152.2,1,2,2,122,普通用户,0,1,1,3,1,新用户,0.01,低风险
52226,0,5.0,Pad,1,19.0,Married,4,Female,3.0,2.0,20.0,2.0,Household,2,4,0,2.0,134.0,5,2,1,521,普通用户,1,1,0,2,2,普通活跃用户,0.05,低风险
52227,0,5.0,Pad,1,8.0,Single,3,Female,2.0,1.0,14.0,7.0,Laptop & Accessory,5,3,1,1.0,149.98,2,2,2,222,普通用户,1,2,0,3,2,普通活跃用户,0.05,低风险
52228,0,9.0,Mobile Phone,1,7.0,Married,5,Female,3.0,7.0,21.0,7.0,Fashion,3,5,1,7.0,202.52,2,5,4,254,高价值用户,0,1,0,0,0,高价值忠诚用户,0.06,低风险
52229,0,6.0,Phone,1,15.0,Married,3,Male,3.0,4.0,13.0,10.0,Household,1,1,0,0.0,127.81,1,4,1,141,普通用户,2,1,1,2,2,普通活跃用户,0.01,低风险
52230,0,13.0,Mobile Phone,3,16.0,Married,4,Female,2.0,1.0,12.0,3.0,Laptop & Accessory,8,4,0,1.0,168.52,4,2,3,423,普通用户,0,1,0,3,1,新用户,0.16,低风险
52231,0,3.0,Phone,3,16.0,Single,3,Male,2.0,1.0,14.0,1.0,Laptop & Accessory,1,1,0,1.0,149.5,5,2,2,522,普通用户,2,2,1,3,2,普通活跃用户,0.04,低风险
52232,0,3.0,Phone,1,7.0,Married,3,Male,3.0,5.0,21.0,7.0,Mobile Phone,1,4,1,3.0,135.79,2,5,1,251,普通用户,2,1,1,4,2,普通活跃用户,0.18,低风险
52233,0,15.0,Pad,1,32.0,Married,3,Female,2.0,2.0,17.0,0.0,Fashion,4,5,1,0.0,231.91000000000005,5,2,5,525,普通用户,1,1,0,0,3,低价值用户,0.06,低风险
52234,0,8.0,Pad,3,14.0,Married,4,Female,3.0,4.0,11.0,12.0,Fashion,5,1,1,3.0,203.77,1,4,4,144,高价值用户,1,1,0,0,3,低价值用户,0.3,中风险
52235,0,9.0,Phone,1,20.0,Married,3,Male,2.0,6.0,14.0,8.0,Household,2,5,1,5.0,122.35,2,5,1,251,普通用户,2,1,1,2,0,高价值忠诚用户,0.02,低风险
52236,0,27.0,Pad,1,7.0,Married,3,Female,2.0,1.0,17.0,4.0,Fashion,8,3,0,0.0,205.02,3,2,4,324,普通用户,1,1,0,0,3,低价值用户,0.01,低风险
52237,0,9.0,Mobile Phone,1,8.0,Married,1,Female,3.0,7.0,13.0,7.0,Household,2,1,0,1.0,120.11,2,5,1,251,普通用户,0,1,0,2,1,新用户,0.07,低风险
52238,1,9.0,Pad,1,16.0,Single,4,Female,3.0,1.0,25.0,0.0,Mobile Phone,2,4,1,0.0,118.59,5,2,1,521,普通用户,1,2,0,4,2,普通活跃用户,0.9,高风险
52239,0,2.0,Phone,1,7.0,Married,3,Female,3.0,1.0,15.0,2.0,Mobile Phone,2,1,0,1.0,137.6,5,2,1,521,普通用户,2,1,0,4,2,普通活跃用户,0.01,低风险
52240,0,27.0,Mobile Phone,1,9.0,Married,3,Male,2.0,1.0,14.0,9.0,Grocery,4,1,0,1.0,277.79,1,2,5,125,普通用户,0,1,1,1,3,低价值用户,0.01,低风险
52241,0,4.0,Mobile Phone,1,17.0,Married,3,Male,3.0,1.0,12.0,1.0,Laptop & Accessory,2,5,1,1.0,168.33,5,2,3,523,普通用户,0,1,1,3,1,新用户,0.04,低风险
52242,0,4.0,Mobile Phone,1,30.0,Single,4,Female,3.0,1.0,19.0,8.0,Laptop & Accessory,2,5,0,1.0,168.12,2,2,3,223,普通用户,0,2,0,3,1,新用户,0.02,低风险
52243,0,33.0,Mobile Phone,3,9.0,Single,4,Female,2.0,1.0,17.0,5.0,Laptop & Accessory,6,1,0,0.0,151.71,2,2,2,222,普通用户,0,2,0,3,1,新用户,0.01,低风险
52244,0,16.0,Mobile Phone,1,9.0,Married,5,Male,3.0,1.0,15.0,7.0,Others,4,1,0,1.0,297.4,2,2,5,225,普通用户,0,1,1,5,1,新用户,0.0,低风险
52245,0,22.0,Mobile Phone,1,10.0,Married,4,Male,2.0,1.0,13.0,0.0,Others,3,3,0,1.0,287.11,5,2,5,525,普通用户,0,1,1,5,1,新用户,0.0,低风险
52246,0,9.0,Pad,1,9.0,Married,3,Male,2.0,1.0,12.0,7.0,Mobile Phone,2,4,0,0.0,136.92,2,2,1,221,普通用户,1,1,1,4,2,普通活跃用户,0.01,低风险
52247,0,21.0,Phone,1,14.0,Single,1,Male,3.0,1.0,11.0,0.0,Household,6,4,0,0.0,125.59,5,2,1,521,普通用户,2,2,1,2,2,普通活跃用户,0.15,低风险
52248,0,3.0,Phone,1,14.0,Married,3,Male,3.0,1.0,11.0,3.0,Household,2,3,0,1.0,125.17,4,2,1,421,普通用户,2,1,1,2,2,普通活跃用户,0.19,低风险
52249,0,2.0,Mobile Phone,1,13.0,Married,3,Male,2.0,1.0,11.0,0.0,Laptop & Accessory,2,1,1,1.0,166.23,5,2,3,523,普通用户,0,1,1,3,2,普通活跃用户,0.05,低风险
52250,0,21.0,Mobile Phone,1,7.0,Single,4,Male,3.0,1.0,12.0,0.0,Others,7,1,0,1.0,282.65,5,2,5,525,普通用户,0,2,1,5,1,新用户,0.01,低风险
52251,0,2.0,Mobile Phone,1,7.0,Married,4,Female,2.0,1.0,14.0,7.0,Grocery,4,1,0,1.0,261.24,2,2,5,225,普通用户,0,1,0,1,3,低价值用户,0.01,低风险
52252,0,7.0,Phone,1,14.0,Married,1,Female,2.0,1.0,17.0,0.0,Household,1,3,0,1.0,125.85,5,2,1,521,普通用户,2,1,0,2,2,普通活跃用户,0.03,低风险
52253,0,17.0,Mobile Phone,3,11.0,Married,3,Male,2.0,3.0,11.0,10.0,Others,8,4,0,1.0,282.13,1,4,5,145,高价值用户,0,1,1,5,1,新用户,0.02,低风险
52254,0,6.0,Mobile Phone,3,16.0,Married,1,Male,2.0,1.0,14.0,8.0,Fashion,1,3,1,0.0,183.8,2,2,4,224,普通用户,0,1,1,0,3,低价值用户,0.01,低风险
52255,0,3.0,Phone,1,31.0,Single,1,Female,3.0,1.0,12.0,1.0,Household,2,1,1,0.0,129.94,5,2,1,521,普通用户,2,2,0,2,2,普通活跃用户,0.4,中风险
52256,0,9.0,Mobile Phone,1,7.0,Married,3,Male,2.0,1.0,22.0,1.0,Mobile Phone,2,3,0,1.0,112.23,5,2,1,521,普通用户,0,1,1,4,2,普通活跃用户,0.02,低风险
52257,1,3.0,Pad,3,30.0,Single,5,Male,3.0,1.0,14.0,0.0,Mobile Phone,2,1,1,1.0,111.18,5,2,1,521,普通用户,1,2,1,4,2,普通活跃用户,0.97,高风险
52258,0,3.0,Phone,1,10.0,Single,3,Male,3.0,2.0,20.0,2.0,Household,2,1,1,2.0,128.75,5,2,1,521,普通用户,2,2,1,2,2,普通活跃用户,0.07,低风险
52259,1,8.0,Mobile Phone,3,8.0,Single,5,Female,3.0,1.0,16.0,11.0,Others,3,4,1,1.0,288.24,1,2,5,125,普通用户,0,2,0,5,1,新用户,0.86,高风险
52260,0,28.0,Pad,1,14.0,Married,4,Male,2.0,2.0,15.0,0.0,Grocery,2,4,1,2.0,235.77,5,2,5,525,普通用户,1,1,1,1,3,低价值用户,0.04,低风险
52261,1,3.0,Pad,1,14.0,Single,4,Female,2.0,2.0,20.0,2.0,Household,2,3,0,1.0,126.25,5,2,1,521,普通用户,1,2,0,2,2,普通活跃用户,0.85,高风险
52262,0,19.0,Mobile Phone,3,10.0,Married,4,Female,2.0,1.0,14.0,8.0,Others,3,4,0,1.0,287.89,2,2,5,225,普通用户,0,1,0,5,1,新用户,0.02,低风险
52263,0,7.0,Phone,3,8.0,Single,3,Female,2.0,1.0,12.0,2.0,Laptop & Accessory,1,5,1,1.0,145.38,5,2,2,522,普通用户,2,2,0,3,2,普通活跃用户,0.03,低风险
52264,0,24.0,Pad,3,15.0,Married,3,Male,2.0,11.0,15.0,10.0,Others,5,4,1,6.0,298.47,1,5,5,155,高价值用户,1,1,1,5,0,高价值忠诚用户,0.01,低风险
